message_id,date,url,local_path,filename,title,author,reader,genre,year,duration,language,file_size,mime_type,source
737,2025-10-09T13:01:49+00:00,https://t.me/bashaudiokitap/737,books\ҡунаҡ малай 2.mp3,ҡунаҡ малай 2.mp3,ҡунаҡ малай 2,,,,,,,31716413,audio/mpeg,"audio_tags, filename"
736,2025-10-09T13:00:26+00:00,https://t.me/bashaudiokitap/736,books\ҡунаҡ малай 1.mp3,ҡунаҡ малай 1.mp3,ҡунаҡ малай 1,,,,,,,29158503,audio/mpeg,"audio_tags, filename"
735,2025-10-09T12:58:26+00:00,https://t.me/bashaudiokitap/735,,,"Камал. ""Ҡунаҡ малай"" әҫәре",,,,,,,,,text
734,2025-10-08T05:43:50+00:00,https://t.me/bashaudiokitap/734,books\нурлы күҙҙәр.mp3,нурлы күҙҙәр.mp3,"ов. ""Нурлы күҙҙәр"" әҫәре.",,,,,,,17316884,audio/mpeg,"audio_tags, filename, text"
733,2025-05-03T15:22:41+00:00,https://t.me/bashaudiokitap/733,books\Роберт_Байымов_Никах_яңыртыу_Миңзәлә_Хәйруллина_менән_Фаяз_Солтанов.mp3,Роберт_Байымов_Никах_яңыртыу_Миңзәлә_Хәйруллина_менән_Фаяз_Солтанов.mp3,Роберт_Байымов_Никах_яңыртыу_Миңзәлә_Хәйруллина_менән_Фаяз_Солтанов,Роберт Байымов,,,,,,7970358,audio/mpeg,"audio_tags, filename"
732,2025-05-03T15:21:21+00:00,https://t.me/bashaudiokitap/732,,,,,,,,,,,,none
731,2025-05-02T03:22:47+00:00,https://t.me/bashaudiokitap/731,"books\Азамат Ҡәҙерғолов  - ,,Бүре,, .mp3","Азамат Ҡәҙерғолов  - ,,Бүре,, .mp3",",,Бүре,,",Азамат Ҡәҙерғолов,,,,,,70484849,audio/mpeg,"audio_tags, filename"
730,2025-05-02T03:16:46+00:00,https://t.me/bashaudiokitap/730,,,"Ҡәҙерғолов. ""Бүре"" әҫәре.",,,,,,,,,text
729,2025-04-29T14:53:03+00:00,https://t.me/bashaudiokitap/729,books\5-се өлөш детдом балаһы.mp3,5-се өлөш детдом балаһы.mp3,се өлөш детдом балаһы,,,,,,,16437497,audio/mpeg,"audio_tags, filename"
728,2025-04-29T14:52:57+00:00,https://t.me/bashaudiokitap/728,books\4-се өлөш детдом балаһы.mp3,4-се өлөш детдом балаһы.mp3,се өлөш детдом балаһы,,,,,,,24300982,audio/mpeg,"audio_tags, filename"
727,2025-04-29T14:52:41+00:00,https://t.me/bashaudiokitap/727,books\3-се өлөш детдом балаһы.mp3,3-се өлөш детдом балаһы.mp3,се өлөш детдом балаһы,,,,,,,27138088,audio/mpeg,"audio_tags, filename"
726,2025-04-29T14:52:24+00:00,https://t.me/bashaudiokitap/726,books\2-се өлөш детдом балаһы.mp3,2-се өлөш детдом балаһы.mp3,се өлөш детдом балаһы,,,,,,,29105840,audio/mpeg,"audio_tags, filename"
725,2025-04-29T14:51:59+00:00,https://t.me/bashaudiokitap/725,books\1-се өлөш детдом балаһы.mp3,1-се өлөш детдом балаһы.mp3,се өлөш детдом балаһы,,,,,,,31522480,audio/mpeg,"audio_tags, filename"
724,2025-04-29T14:51:24+00:00,https://t.me/bashaudiokitap/724,,,,,,,,,,,,none
723,2025-04-03T14:05:23+00:00,https://t.me/bashaudiokitap/723,books\2 өлөш йәмлиха ҡарсыҡ.mp3,2 өлөш йәмлиха ҡарсыҡ.mp3,өлөш йәмлиха ҡарсыҡ,,,,,,,33376547,audio/mpeg,"audio_tags, filename"
722,2025-04-03T14:03:17+00:00,https://t.me/bashaudiokitap/722,books\1 өлөш йәмлиха ҡарсыҡ.mp3,1 өлөш йәмлиха ҡарсыҡ.mp3,өлөш йәмлиха ҡарсыҡ,,,,,,,32210441,audio/mpeg,"audio_tags, filename"
721,2025-04-03T14:00:52+00:00,https://t.me/bashaudiokitap/721,,,,,,,,,,,,none
720,2025-03-28T08:59:11+00:00,https://t.me/bashaudiokitap/720,books\2 март бураны.mp3,2 март бураны.mp3,март бураны,,,,,,,29518785,audio/mpeg,"audio_tags, filename"
719,2025-03-28T08:59:11+00:00,https://t.me/bashaudiokitap/719,books\1 март бураны.mp3,1 март бураны.mp3,март бураны,,,,,,,30657305,audio/mpeg,"audio_tags, filename"
718,2025-03-28T08:58:39+00:00,https://t.me/bashaudiokitap/718,,,,,,,,,,,,none
717,2025-03-10T12:47:57+00:00,https://t.me/bashaudiokitap/717,books\батырҙарҙы яу тыуҙыра.mp3,батырҙарҙы яу тыуҙыра.mp3,"у Сиражетдиновтың ""Батырҙарҙы яу тыуҙыра"" хикәйәһе",,,,,,,30931486,audio/mpeg,"audio_tags, filename, text"
716,2025-03-08T15:08:15+00:00,https://t.me/bashaudiokitap/716,books\бал тип үрелгәнем.mp3,бал тип үрелгәнем.mp3,бал тип үрелгәнем,,,,,,,29772067,audio/mpeg,"audio_tags, filename"
715,2025-03-08T15:05:58+00:00,https://t.me/bashaudiokitap/715,,,,,,,,,,,,none
714,2025-03-06T06:30:02+00:00,https://t.me/bashaudiokitap/714,books\3) ҡыҫыр ҡайнаға.mp3,3) ҡыҫыр ҡайнаға.mp3,3) ҡыҫыр ҡайнаға,,,,,,,21571708,audio/mpeg,"audio_tags, filename"
713,2025-03-06T06:29:23+00:00,https://t.me/bashaudiokitap/713,books\2) ҡыҫыр ҡайнаға.mp3,2) ҡыҫыр ҡайнаға.mp3,2) ҡыҫыр ҡайнаға,,,,,,,24800025,audio/mpeg,"audio_tags, filename"
712,2025-03-06T06:28:21+00:00,https://t.me/bashaudiokitap/712,books\1) ҡыҫыр ҡайнаға.mp3,1) ҡыҫыр ҡайнаға.mp3,1) ҡыҫыр ҡайнаға,,,,,,,29943430,audio/mpeg,"audio_tags, filename"
711,2025-03-06T06:28:09+00:00,https://t.me/bashaudiokitap/711,,,,,,,,,,,,none
710,2025-03-05T09:45:58+00:00,https://t.me/bashaudiokitap/710,books\4 бер ғүмер етмәй икән.mp3,4 бер ғүмер етмәй икән.mp3,бер ғүмер етмәй икән,,,,,,,33534536,audio/mpeg,"audio_tags, filename"
709,2025-03-05T09:45:49+00:00,https://t.me/bashaudiokitap/709,books\3 бер ғүмер етмәй икән.mp3,3 бер ғүмер етмәй икән.mp3,бер ғүмер етмәй икән,,,,,,,34801788,audio/mpeg,"audio_tags, filename"
708,2025-03-05T09:45:37+00:00,https://t.me/bashaudiokitap/708,books\2 бер ғүмер етмәй икән.mp3,2 бер ғүмер етмәй икән.mp3,бер ғүмер етмәй икән,,,,,,,32295705,audio/mpeg,"audio_tags, filename"
707,2025-03-05T09:45:25+00:00,https://t.me/bashaudiokitap/707,books\1 бер ғүмер етмәй икән.mp3,1 бер ғүмер етмәй икән.mp3,бер ғүмер етмәй икән,,,,,,,29446059,audio/mpeg,"audio_tags, filename"
705,2025-03-04T12:12:30+00:00,https://t.me/bashaudiokitap/705,books\сигелгән ҡулъяулыҡ.mp3,сигелгән ҡулъяулыҡ.mp3,сигелгән ҡулъяулыҡ,,,,,,,28163760,audio/mpeg,"audio_tags, filename"
704,2025-03-04T12:10:44+00:00,https://t.me/bashaudiokitap/704,,,,,,,,,,,,none
703,2025-02-21T04:28:18+00:00,https://t.me/bashaudiokitap/703,books\ханбала 4.mp3,ханбала 4.mp3,ханбала 4,,,,,,,26855548,audio/mpeg,"audio_tags, filename"
702,2025-02-21T04:28:13+00:00,https://t.me/bashaudiokitap/702,books\ханбала 3.mp3,ханбала 3.mp3,ханбала 3,,,,,,,26751894,audio/mpeg,"audio_tags, filename"
701,2025-02-21T04:28:07+00:00,https://t.me/bashaudiokitap/701,books\ханбала 2.mp3,ханбала 2.mp3,ханбала 2,,,,,,,27080410,audio/mpeg,"audio_tags, filename"
700,2025-02-21T04:28:02+00:00,https://t.me/bashaudiokitap/700,books\ханбала 1.mp3,ханбала 1.mp3,ханбала 1,,,,,,,30297860,audio/mpeg,"audio_tags, filename"
699,2025-02-21T04:27:48+00:00,https://t.me/bashaudiokitap/699,,,ова. «Ханбала» хикәйәһе,,,,,,,,,text
698,2025-02-13T14:59:55+00:00,https://t.me/bashaudiokitap/698,books\аҡман-тоҡман 5.mp3,аҡман-тоҡман 5.mp3,аҡман-тоҡман 5,,,,,,,23697448,audio/mpeg,"audio_tags, filename"
697,2025-02-13T14:58:45+00:00,https://t.me/bashaudiokitap/697,books\аҡман-тоҡман 4.mp3,аҡман-тоҡман 4.mp3,аҡман-тоҡман 4,,,,,,,24295966,audio/mpeg,"audio_tags, filename"
696,2025-02-13T14:57:28+00:00,https://t.me/bashaudiokitap/696,books\аҡман-тоҡман 3.mp3,аҡман-тоҡман 3.mp3,аҡман-тоҡман 3,,,,,,,24295966,audio/mpeg,"audio_tags, filename"
695,2025-02-13T14:56:09+00:00,https://t.me/bashaudiokitap/695,books\аҡман-тоҡман 2.mp3,аҡман-тоҡман 2.mp3,аҡман-тоҡман 2,,,,,,,23999215,audio/mpeg,"audio_tags, filename"
694,2025-02-13T14:54:51+00:00,https://t.me/bashaudiokitap/694,books\аҡман-тоҡман 1.mp3,аҡман-тоҡман 1.mp3,аҡман-тоҡман 1,,,,,,,27709857,audio/mpeg,"audio_tags, filename"
693,2025-02-13T14:53:03+00:00,https://t.me/bashaudiokitap/693,,,ов. «Аҡман-тоҡман» әҫәре,,,,,,,,,text
692,2025-01-22T14:23:58+00:00,https://t.me/bashaudiokitap/692,"books\Рәлис_Ураҙғолов_Ҡатын,_2_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008.mp3","Рәлис_Ураҙғолов_Ҡатын,_2_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008.mp3","Рәлис_Ураҙғолов_Ҡатын,_2_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008",Рәлис Ураҙғолов,,,,,,3483578,audio/mpeg,"audio_tags, filename"
691,2025-01-22T14:23:58+00:00,https://t.me/bashaudiokitap/691,"books\Рәлис_Ураҙғолов_Ҡатын,_1_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008.mp3","Рәлис_Ураҙғолов_Ҡатын,_1_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008.mp3","Рәлис_Ураҙғолов_Ҡатын,_1_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008",Рәлис Ураҙғолов,,,,,,6586202,audio/mpeg,"audio_tags, filename"
690,2025-01-22T14:20:37+00:00,https://t.me/bashaudiokitap/690,,,"ын"" (хикәйә)",,,,,,,,,text
689,2025-01-14T03:25:41+00:00,https://t.me/bashaudiokitap/689,books\10. Ауыл адвокаттары.mp3,10. Ауыл адвокаттары.mp3,Ауыл адвокаттары,,,,,,,37556277,audio/mpeg,"audio_tags, filename"
688,2025-01-14T03:25:41+00:00,https://t.me/bashaudiokitap/688,books\9. Ауыл адвокаттары..mp3,9. Ауыл адвокаттары..mp3,Ауыл адвокаттары.,,,,,,,54327516,audio/mpeg,"audio_tags, filename"
687,2025-01-14T03:20:05+00:00,https://t.me/bashaudiokitap/687,books\8. Ауыл адвокаттары.mp3,8. Ауыл адвокаттары.mp3,Ауыл адвокаттары,,,,,,,51868662,audio/mpeg,"audio_tags, filename"
686,2025-01-14T03:20:05+00:00,https://t.me/bashaudiokitap/686,books\7. Ауыл адвокаттары.mp3,7. Ауыл адвокаттары.mp3,Ауыл адвокаттары,,,,,,,103019970,audio/mpeg,"audio_tags, filename"
685,2025-01-14T03:20:05+00:00,https://t.me/bashaudiokitap/685,books\6. Ауыл адвокаттар.mp3,6. Ауыл адвокаттар.mp3,Ауыл адвокаттар,,,,,,,19951420,audio/mpeg,"audio_tags, filename"
684,2025-01-12T15:37:35+00:00,https://t.me/bashaudiokitap/684,books\Ауыл_адвокаттары_Мостай_Кәрим_5_главаАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_5_главаАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_5_главаАудиорассказ_на_башкирском,,,,,,,68718896,audio/mpeg,"audio_tags, filename"
683,2025-01-12T14:54:57+00:00,https://t.me/bashaudiokitap/683,books\Ауыл_адвокаттары_Мостай_Кәрим_4_главаАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_4_главаАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_4_главаАудиорассказ_на_башкирском,,,,,,,68742092,audio/mpeg,"audio_tags, filename"
681,2025-01-12T14:53:07+00:00,https://t.me/bashaudiokitap/681,books\Ауыл_адвокаттары_Мостай_Кәрим_3_глава_Аудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_3_глава_Аудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_3_глава_Аудиорассказ_на_башкирском,,,,,,,80503464,audio/mpeg,"audio_tags, filename"
680,2025-01-11T09:11:44+00:00,https://t.me/bashaudiokitap/680,books\Ауыл_адвокаттары_Мостай_Кәрим_2_частьАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_2_частьАудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_2_частьАудиорассказ_на_башкирском,,,,,,,63784888,audio/mpeg,"audio_tags, filename"
679,2025-01-11T09:05:32+00:00,https://t.me/bashaudiokitap/679,books\Ауыл_адвокаттары_Мостай_Кәрим_1_часть_Аудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_1_часть_Аудиорассказ_на_башкирском.mp3,Ауыл_адвокаттары_Мостай_Кәрим_1_часть_Аудиорассказ_на_башкирском,,,,,,,78312313,audio/mpeg,"audio_tags, filename"
678,2025-01-11T09:04:56+00:00,https://t.me/bashaudiokitap/678,,,тары» повесы,,,,,,,,,text
677,2025-01-07T16:37:34+00:00,https://t.me/bashaudiokitap/677,books\Сәғит Агиш. Эш самауырҙа түгел.mp3,Сәғит Агиш. Эш самауырҙа түгел.mp3,Сәғит Агиш. Эш самауырҙа түгел,,,,,,,31683741,audio/mpeg,"audio_tags, filename"
676,2025-01-07T16:37:27+00:00,https://t.me/bashaudiokitap/676,,,,,,,,,,,,none
674,2025-01-04T16:24:45+00:00,https://t.me/bashaudiokitap/674,"books\,,Нәйлә,,_хикәйәһе_—_Без_названия_www_lightaudio_ru.mp3",",,Нәйлә,,_хикәйәһе_—_Без_названия_www_lightaudio_ru.mp3",",,Нәйлә,,_хикәйәһе_—_Без_названия_www_lightaudio_ru",,,,,,,63823292,audio/mpeg,"audio_tags, filename"
673,2025-01-04T16:24:26+00:00,https://t.me/bashaudiokitap/673,,,,,,,,,,,,none
670,2024-12-29T07:31:33+00:00,https://t.me/bashaudiokitap/670,books\йәләлетдин атай.mp3,йәләлетдин атай.mp3,йәләлетдин атай,,,,,,,121898885,audio/mpeg,"audio_tags, filename"
669,2024-12-29T07:30:43+00:00,https://t.me/bashaudiokitap/669,,,ай» хикәйәһе,,,,,,,,,text
668,2024-12-29T04:29:35+00:00,https://t.me/bashaudiokitap/668,books\шикле тун.mp3,шикле тун.mp3,шикле тун,,,,,,,10240044,audio/mpeg,"audio_tags, filename"
667,2024-12-29T04:29:25+00:00,https://t.me/bashaudiokitap/667,,,,,,,,,,,,none
666,2024-12-28T10:33:27+00:00,https://t.me/bashaudiokitap/666,books\яңы йыл бүләге.mp3,яңы йыл бүләге.mp3,яңы йыл бүләге,,,,,,,57487195,audio/mpeg,"audio_tags, filename"
665,2024-12-28T10:32:03+00:00,https://t.me/bashaudiokitap/665,,,,,,,,,,,,none
664,2024-12-28T03:49:18+00:00,https://t.me/bashaudiokitap/664,books\Башҡорт_радиокомпозициялар_Ҡыштың_илһамлы_мәлдәре_Наилә_Ғәләүетдинова.mp3,Башҡорт_радиокомпозициялар_Ҡыштың_илһамлы_мәлдәре_Наилә_Ғәләүетдинова.mp3,Башҡорт_радиокомпозициялар_Ҡыштың_илһамлы_мәлдәре_Наилә_Ғәләүетдинова,Башҡорт радиокомпозициялар,,,,,,3544624,audio/mpeg,"audio_tags, filename"
663,2024-12-28T03:46:19+00:00,https://t.me/bashaudiokitap/663,,,,,,,,,,,,none
662,2024-12-25T17:07:31+00:00,https://t.me/bashaudiokitap/662,books\4 Бер янылыш азым передача  4.mp3,4 Бер янылыш азым передача  4.mp3,Бер янылыш азым передача  4,,,,,,,35355167,audio/mpeg,"audio_tags, filename"
661,2024-12-25T17:07:31+00:00,https://t.me/bashaudiokitap/661,books\3 Бер янылыш азым передача  3.mp3,3 Бер янылыш азым передача  3.mp3,Бер янылыш азым передача  3,,,,,,,36669649,audio/mpeg,"audio_tags, filename"
660,2024-12-25T17:07:31+00:00,https://t.me/bashaudiokitap/660,books\2 Бер янылыш азым передача 2.mp3,2 Бер янылыш азым передача 2.mp3,Бер янылыш азым передача 2,,,,,,,41422890,audio/mpeg,"audio_tags, filename"
659,2024-12-25T17:07:31+00:00,https://t.me/bashaudiokitap/659,books\1 Бер янылыш азым передача 1.mp3,1 Бер янылыш азым передача 1.mp3,Бер янылыш азым передача 1,,,,,,,37571396,audio/mpeg,"audio_tags, filename"
654,2024-12-25T16:32:29+00:00,https://t.me/bashaudiokitap/654,,,"ауллина.""Бер яңылыш аҙым"" әҫәре.",,,,,,,,,text
649,2024-12-25T14:41:48+00:00,https://t.me/bashaudiokitap/649,books\һынау хикәйә.mp3,һынау хикәйә.mp3,һынау хикәйә,,,,,,,58930199,audio/mpeg,"audio_tags, filename"
648,2024-12-25T14:41:44+00:00,https://t.me/bashaudiokitap/648,,,,,,,,,,,,none
647,2024-12-24T14:20:30+00:00,https://t.me/bashaudiokitap/647,books\һыбайлы.mp3,һыбайлы.mp3,һыбайлы,,,,,,,43140746,audio/mpeg,"audio_tags, filename"
646,2024-12-24T14:20:22+00:00,https://t.me/bashaudiokitap/646,,,,,,,,,,,,none
644,2024-12-24T11:55:58+00:00,https://t.me/bashaudiokitap/644,books\Динис_Бүләков_Упҡын_ситендә_бейеү.mp3,Динис_Бүләков_Упҡын_ситендә_бейеү.mp3,Динис_Бүләков_Упҡын_ситендә_бейеү,М.Ғафури ис.БДАДТ актерҙары башҡарыуында 1986 йылғы яҙма.,,,,,,107598919,audio/mpeg,"audio_tags, filename"
643,2024-12-24T11:54:19+00:00,https://t.me/bashaudiokitap/643,,,,,,,,,,,,none
642,2024-12-23T14:48:58+00:00,https://t.me/bashaudiokitap/642,books\Икебеҙ өсөн дә яраттым....mp3,Икебеҙ өсөн дә яраттым....mp3,Икебеҙ өсөн дә яраттым...,,,,,,,106070770,audio/mpeg,"audio_tags, filename"
641,2024-12-23T14:39:47+00:00,https://t.me/bashaudiokitap/641,,,"тым..."" хикәйәһе.",,,,,,,,,text
639,2024-12-22T12:09:35+00:00,https://t.me/bashaudiokitap/639,books\яҙмыштар.mp3,яҙмыштар.mp3,яҙмыштар,,,,,,,100158947,audio/mpeg,"audio_tags, filename"
638,2024-12-21T15:22:36+00:00,https://t.me/bashaudiokitap/638,books\француз теле дәрестәре.mp3,француз теле дәрестәре.mp3,француз теле дәрестәре,,,,,,е дәрестәре». Валентин Распутин.,58159064,audio/mpeg,"audio_tags, filename, text"
637,2024-12-20T16:41:14+00:00,https://t.me/bashaudiokitap/637,"books\Камил_Яйыҡбаев_—_Күңел_яраһы_Таңсулпан_Бабичева_уҡый,_1988_www_lightaudio.mp3","Камил_Яйыҡбаев_—_Күңел_яраһы_Таңсулпан_Бабичева_уҡый,_1988_www_lightaudio.mp3","Камил_Яйыҡбаев_—_Күңел_яраһы_Таңсулпан_Бабичева_уҡый,_1988_www_lightaudio",,,,,,,3645666,audio/mpeg,"audio_tags, filename"
636,2024-12-20T14:58:06+00:00,https://t.me/bashaudiokitap/636,books\ғүмер миҙгелдәре.mp3,ғүмер миҙгелдәре.mp3,ғүмер миҙгелдәре,,,,,,,140891577,audio/mpeg,"audio_tags, filename"
634,2024-12-18T15:28:45+00:00,https://t.me/bashaudiokitap/634,books\Мирас_Иҙелбаев_Иҙелйорт_4_се_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_4_се_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_4_се_өлөш_Олег_Ханов_уҡый,,,,,,,7359525,audio/mpeg,"audio_tags, filename"
633,2024-12-18T15:28:30+00:00,https://t.me/bashaudiokitap/633,books\Мирас_Иҙелбаев_Иҙелйорт_3_сө_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_3_сө_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_3_сө_өлөш_Олег_Ханов_уҡый,,,,,,,7708869,audio/mpeg,"audio_tags, filename"
632,2024-12-18T15:28:19+00:00,https://t.me/bashaudiokitap/632,books\Мирас_Иҙелбаев_Иҙелйорт_2_се_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_2_се_өлөш_Олег_Ханов_уҡый.mp3,Мирас_Иҙелбаев_Иҙелйорт_2_се_өлөш_Олег_Ханов_уҡый,,,,,,,7469829,audio/mpeg,"audio_tags, filename"
630,2024-12-17T15:46:26+00:00,https://t.me/bashaudiokitap/630,books\көҙгө күкрәү.mp3,көҙгө күкрәү.mp3,көҙгө күкрәү,,,,,,,77411100,audio/mpeg,"audio_tags, filename"
629,2024-12-16T15:00:05+00:00,https://t.me/bashaudiokitap/629,books\әсәлек бәхете.mp3,әсәлек бәхете.mp3,әсәлек бәхете,,,,,,,24609435,audio/mpeg,"audio_tags, filename"
628,2024-12-16T12:47:32+00:00,https://t.me/bashaudiokitap/628,books\йәнкиҫәк.mp3,йәнкиҫәк.mp3,йәнкиҫәк,,,,,,,39969435,audio/mpeg,"audio_tags, filename"
627,2024-12-14T08:42:47+00:00,https://t.me/bashaudiokitap/627,books\«Егет егетлеген итә».mp3,«Егет егетлеген итә».mp3,«Егет егетлеген итә»,,,,,,,4098384,audio/mpeg,"audio_tags, filename"
626,2024-12-14T07:37:14+00:00,https://t.me/bashaudiokitap/626,books\аҙашҡан бәхет.mp3,аҙашҡан бәхет.mp3,аҙашҡан бәхет,,,,,,,5556096,audio/mpeg,"audio_tags, filename"
625,2024-12-13T14:16:23+00:00,https://t.me/bashaudiokitap/625,books\эҙең ҡалһын.mp3,эҙең ҡалһын.mp3,эҙең ҡалһын,,,,,,,21193776,audio/mpeg,"audio_tags, filename"
